Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1729209660,1,POST,Order forRichard,0.100000,0.000000,34,34,34,34,34,34,34,34,34,34,34,2,0,26,30.087899940554053,25.67749994341284,34.498299937695265,676.0
1729209660,1,,Aggregated,0.900000,0.000000,31,35,240,240,340,340,340,340,340,340,340,12,0,33,85.96712500245,25.67749994341284,340.0035999948159,670.1666666666666
1729209661,1,POST,Order forAnthony,0.600000,0.000000,32,240,240,340,340,340,340,340,340,340,340,8,0,32,113.29437501262873,25.80379997380078,340.0035999948159,669.0
1729209661,1,POST,Order forMary,0.200000,0.000000,35,35,35,35,35,35,35,35,35,35,35,3,0,35,32.49420000550648,27.096300036646426,35.31980002298951,669.0
1729209661,1,POST,Order forRichard,0.100000,0.000000,34,34,34,34,34,34,34,34,34,34,34,2,0,26,30.087899940554053,25.67749994341284,34.498299937695265,676.0
1729209661,1,,Aggregated,0.900000,0.000000,32,35,240,240,340,340,340,340,340,340,340,13,0,33,81.84718461528134,25.67749994341284,340.0035999948159,670.0769230769231
1729209662,1,POST,Order forAnthony,0.500000,0.000000,32,32,340,340,340,340,340,340,340,340,340,8,0,32,113.29437501262873,25.80379997380078,340.0035999948159,669.0
1729209662,1,POST,Order forMary,0.300000,0.000000,35,35,44,44,44,44,44,44,44,44,44,4,0,35,35.40340001927689,27.096300036646426,44.13100006058812,669.0
1729209662,1,POST,Order forRichard,0.100000,0.000000,34,34,34,34,34,34,34,34,34,34,34,2,0,26,30.087899940554053,25.67749994341284,34.498299937695265,676.0
1729209662,1,,Aggregated,0.900000,0.000000,32,35,44,44,340,340,340,340,340,340,340,14,0,33,79.15317143280325,25.67749994341284,340.0035999948159,670.0
1729209663,1,POST,Order forAnthony,0.500000,0.000000,32,32,340,340,340,340,340,340,340,340,340,9,0,32,103.65314445354872,25.80379997380078,340.0035999948159,669.0
1729209663,1,POST,Order forMary,0.300000,0.000000,35,35,44,44,44,44,44,44,44,44,44,4,0,35,35.40340001927689,27.096300036646426,44.13100006058812,669.0
1729209663,1,POST,Order forRichard,0.100000,0.000000,34,34,34,34,34,34,34,34,34,34,34,2,0,26,30.087899940554053,25.67749994341284,34.498299937695265,676.0
1729209663,1,,Aggregated,0.900000,0.000000,32,35,44,44,340,340,340,340,340,340,340,15,0,33,75.64451333601028,25.67749994341284,340.0035999948159,669.9333333333333
1729209664,1,POST,Order forAnthony,0.600000,0.000000,32,32,340,340,340,340,340,340,340,340,340,9,0,32,103.65314445354872,25.80379997380078,340.0035999948159,669.0
1729209664,1,POST,Order forMary,0.200000,0.000000,35,35,44,44,44,44,44,44,44,44,44,5,0,35,33.648520009592175,26.62899997085333,44.13100006058812,669.0
1729209664,1,POST,Order forRichard,0.100000,0.000000,26,26,26,26,26,26,26,26,26,26,26,2,0,26,30.087899940554053,25.67749994341284,34.498299937695265,676.0
1729209664,1,,Aggregated,0.900000,0.000000,27,32,35,44,340,340,340,340,340,340,340,16,0,32,72.58104375068797,25.67749994341284,340.0035999948159,669.875
1729209665,1,POST,Order forAnthony,0.500000,0.000000,32,32,340,340,340,340,340,340,340,340,340,10,0,31,96.3179900078103,25.80379997380078,340.0035999948159,669.0
1729209665,1,POST,Order forMary,0.300000,0.000000,35,35,44,44,44,44,44,44,44,44,44,5,0,35,33.648520009592175,26.62899997085333,44.13100006058812,669.0
1729209665,1,POST,Order forRichard,0.100000,0.000000,26,26,26,26,26,26,26,26,26,26,26,2,0,26,30.087899940554053,25.67749994341284,34.498299937695265,676.0
1729209665,1,,Aggregated,0.900000,0.000000,30,32,35,44,340,340,340,340,340,340,340,17,0,32,70.0940176474807,25.67749994341284,340.0035999948159,669.8235294117648
1729209666,1,POST,Order forAnthony,0.500000,0.000000,32,32,340,340,340,340,340,340,340,340,340,10,0,31,96.3179900078103,25.80379997380078,340.0035999948159,669.0
1729209666,1,POST,Order forMary,0.300000,0.000000,35,35,44,44,44,44,44,44,44,44,44,5,0,35,33.648520009592175,26.62899997085333,44.13100006058812,669.0
1729209666,1,POST,Order forRichard,0.100000,0.000000,37,37,37,37,37,37,37,37,37,37,37,3,0,34,32.32396661769599,25.67749994341284,36.79609997197986,676.0
1729209666,1,,Aggregated,0.900000,0.000000,30,32,35,37,44,44,44,44,44,44,44,18,0,32,68.2441333321751,25.67749994341284,340.0035999948159,670.1666666666666
1729209667,1,POST,Order forAnthony,0.400000,0.000000,32,32,340,340,340,340,340,340,340,340,340,10,0,31,96.3179900078103,25.80379997380078,340.0035999948159,669.0
1729209667,1,POST,Order forMary,0.400000,0.000000,28,28,44,44,44,44,44,44,44,44,44,6,0,28,32.76416667116185,26.62899997085333,44.13100006058812,669.0
1729209667,1,POST,Order forRichard,0.100000,0.000000,37,37,37,37,37,37,37,37,37,37,37,3,0,34,32.32396661769599,25.67749994341284,36.79609997197986,676.0
1729209667,1,,Aggregated,0.900000,0.000000,28,30,32,37,44,44,44,44,44,44,44,19,0,32,66.14404210306115,25.67749994341284,340.0035999948159,670.1052631578947
